identificad,totalflows_07_08,totalflows_pw_07_08,totalflows_08_09,totalflows_pw_08_09,totalflows_09_10,totalflows_pw_09_10,totalflows_10_11,totalflows_pw_10_11
33014556050371,3.0,0.6666667,6.0,0.6315789,1.0,0.1,8.0,0.84210527
33014556050452,,,13.0,0.9285714,7.0,0.26923078,5.0,0.20408164
33014556050967,4.0,0.5,2.0,0.121212125,6.0,0.3529412,4.0,0.24242425
33014556051858,7.0,0.8235294,8.0,0.53333336,8.0,0.61538464,3.0,0.26086956
33014556051939,2.0,0.26666668,7.0,0.6363636,3.0,0.33333334,9.0,0.85714287
33014556052749,8.0,0.5714286,16.0,0.5614035,14.0,0.49122807,12.0,0.44444445
33014556053044,,,1.0,0.18181819,7.0,0.6666667,2.0,0.17391305
33014556054440,7.0,0.7368421,9.0,0.54545456,5.0,0.37037036,10.0,0.6896552
33014556054520,5.0,0.47619048,7.0,0.34146342,6.0,0.26666668,14.0,0.5714286
33014556055179,11.0,1.2222222,6.0,0.34285715,9.0,0.5294118,16.0,0.8648649
33014556055250,5.0,2.0,1.0,0.08695652,5.0,0.3030303,10.0,0.6451613
33014556055764,,,12.0,0.85714287,9.0,0.34615386,10.0,0.40816328
33014556056221,,,3.0,0.4,4.0,0.27586207,5.0,0.3448276
33015827000128,20.0,0.19138756,20.0,0.1923077,11.0,0.10377359,13.0,0.12264151
33015827001280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33016338000786,0.0,0.0,2.0,0.15384616,1.0,0.08,1.0,0.0952381
33016338001405,7.0,0.06542056,7.0,0.06666667,6.0,0.05529954,10.0,0.09950249
33022203000138,23.0,0.06562054,20.0,0.054719564,39.0,0.123222746,19.0,0.066433564
33033028000184,180.0,0.25104603,153.0,0.20468228,166.0,0.21713538,432.0,0.51643753
33033028002047,542.0,0.11782609,575.0,0.12336408,633.0,0.13102877,727.0,0.14245126
33033028008169,199.0,0.15144597,159.0,0.10838446,272.0,0.15609756,356.0,0.17387058
33039223000200,18.0,0.17910448,9.0,0.08372093,6.0,0.054054055,7.0,0.06603774
33040122000403,30.0,0.15706806,19.0,0.0952381,25.0,0.13927576,22.0,0.14239483
33042730001771,1292.0,0.16591756,725.0,0.08903899,1111.0,0.12840961,763.0,0.08013023
33042730006730,19.0,0.11309524,17.0,0.09770115,43.0,0.21182266,75.0,0.2788104
33042730007206,24.0,0.102783725,12.0,0.050632913,22.0,0.08906882,8.0,0.031007752
33042730013435,87.0,0.17193677,88.0,0.16510318,92.0,0.1614035,136.0,0.20014717
33050196000188,161.0,0.13580768,134.0,0.10626487,193.0,0.15793781,126.0,0.11004367
33050196000340,0.0,0.0,0.0,0.0,1.0,0.18181819,3.0,0.46153846
33050196000501,1.0,0.18181819,1.0,0.18181819,0.0,0.0,0.0,0.0
33050196001400,14.0,0.09893993,20.0,0.14234875,29.0,0.20069204,11.0,0.07665505
33050196002040,3.0,0.15789473,2.0,0.10810811,4.0,0.23529412,3.0,0.1875
33050196002474,1.0,0.22222222,1.0,0.22222222,1.0,0.18181819,0.0,0.0
33050196002806,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33333334
33050196003012,0.0,0.0,4.0,0.6666667,0.0,0.0,0.0,0.0
33050196003284,0.0,0.0,0.0,0.0,2.0,0.08695652,0.0,0.0
33050196003870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33050196004337,0.0,0.0,3.0,0.6666667,0.0,0.0,0.0,0.0
33050196004418,4.0,0.07079646,4.0,0.071428575,7.0,0.123893805,5.0,0.09009009
33050196004507,0.0,0.0,1.0,0.18181819,0.0,0.0,0.0,0.0
33050196005309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33050196005570,29.0,0.13211845,22.0,0.104513064,26.0,0.12470024,14.0,0.06812652
33050196006208,2.0,0.6666667,0.0,0.0,0.0,0.0,3.0,0.75
33050196006542,4.0,0.08,1.0,0.020618556,2.0,0.041237112,5.0,0.10752688
33050196007000,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666667
33050196007603,1.0,0.2,0.0,0.0,2.0,0.4,0.0,0.0
33050196007867,2.0,0.05263158,6.0,0.15384616,7.0,0.175,4.0,0.103896104
33050196008677,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11764706
33050196009134,2.0,0.1904762,3.0,0.25,4.0,0.33333334,4.0,0.3809524
33050196009649,0.0,0.0,1.0,0.13333334,0.0,0.0,2.0,0.26666668
33050196009800,0.0,0.0,0.0,0.0,2.0,0.4,1.0,0.25
33050196010221,0.0,0.0,2.0,0.33333334,0.0,0.0,3.0,0.46153846
33050196011627,0.0,0.0,0.0,0.0,4.0,0.47058824,0.0,0.0
33050196012607,0.0,0.0,1.0,0.125,0.0,0.0,3.0,0.4
33050196012780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33050196013590,2.0,0.4,1.0,0.18181819,1.0,0.18181819,0.0,0.0
33050196013670,0.0,0.0,3.0,0.54545456,0.0,0.0,0.0,0.0
33050196013751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33050196015100,1.0,0.07692308,5.0,0.35714287,1.0,0.071428575,3.0,0.22222222
33050196015452,0.0,0.0,6.0,0.11214953,2.0,0.03809524,4.0,0.07920792
33050196015703,0.0,0.0,1.0,0.071428575,0.0,0.0,1.0,0.071428575
33050196017234,1.0,0.071428575,0.0,0.0,4.0,0.2857143,3.0,0.21428572
33050196017749,4.0,0.061068702,4.0,0.06504065,6.0,0.096,7.0,0.109375
33050196017820,4.0,0.3478261,3.0,0.25,0.0,0.0,0.0,0.0
33050196020618,0.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0
33050196021428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11764706
33050196021770,4.0,0.24242425,3.0,0.1764706,0.0,0.0,4.0,0.25
33050196022823,1.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
33050196023200,0.0,0.0,3.0,0.46153846,1.0,0.15384616,1.0,0.15384616
33050196023552,0.0,0.0,1.0,0.18181819,0.0,0.0,1.0,0.18181819
33050196024010,1.0,0.15384616,0.0,0.0,0.0,0.0,0.0,0.0
33050196024281,0.0,0.0,3.0,0.20689656,0.0,0.0,2.0,0.13333334
33050196024958,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
33050196026900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33050196031652,3.0,0.46153846,1.0,0.15384616,1.0,0.16666667,0.0,0.0
33050196032381,0.0,0.0,2.0,0.14285715,2.0,0.13793103,1.0,0.06896552
33050196035054,0.0,0.0,0.0,0.0,1.0,0.15384616,0.0,0.0
33050196035640,1.0,0.18181819,1.0,0.18181819,1.0,0.2,0.0,0.0
33050196035801,0.0,0.0,2.0,0.2857143,0.0,0.0,0.0,0.0
33050196036298,0.0,0.0,1.0,0.18181819,0.0,0.0,1.0,0.2
33050196037855,2.0,0.02366864,9.0,0.11042945,9.0,0.11464968,8.0,0.09756097
33050196039394,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15384616
33050196040481,0.0,0.0,1.0,0.2857143,0.0,0.0,3.0,0.6
33050196042000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33050196043154,3.0,0.3529412,0.0,0.0,0.0,0.0,1.0,0.11764706
33050196044630,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0
33050196048970,14.0,0.13861386,9.0,0.09424084,10.0,0.10638298,7.0,0.072916664
33050196049519,1.0,0.15384616,0.0,0.0,1.0,0.14285715,1.0,0.14285715
33050196051254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33050196051416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33050196052145,1.0,0.18181819,1.0,0.25,2.0,0.5,0.0,0.0
33050196052730,0.0,0.0,1.0,0.2,0.0,0.0,1.0,0.22222222
33050196053036,1.0,0.2,2.0,0.4,2.0,0.4,2.0,0.4
33050196054512,2.0,0.5714286,1.0,0.2857143,0.0,0.0,1.0,0.22222222
33050196056728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33050196059905,3.0,0.54545456,0.0,0.0,0.0,0.0,1.0,0.1
33050196060245,0.0,0.0,7.0,0.18666667,9.0,0.24324325,5.0,0.1369863
33050196062965,2.0,0.4,6.0,1.2,0.0,0.0,0.0,0.0
33050196063503,,,46.0,2.0,5.0,0.11111111,4.0,0.09090909
33050196064151,0.0,0.0,0.0,0.0,1.0,0.18181819,2.0,0.33333334
33050196064828,4.0,0.8,0.0,0.0,0.0,0.0,1.0,0.2
33050196065395,2.0,0.21052632,2.0,0.25,1.0,0.14285715,1.0,0.13333334
33050196065638,2.0,0.21052632,3.0,0.33333334,3.0,0.31578946,1.0,0.0952381
33050196065808,4.0,0.101265825,7.0,0.16867469,8.0,0.18390805,2.0,0.04761905
33050196069706,0.0,0.0,2.0,0.44444445,2.0,0.44444445,2.0,0.36363637
33050196079183,1.0,0.22222222,0.0,0.0,2.0,0.5,1.0,0.22222222
33059528000357,11.0,0.06769231,29.0,0.16666667,22.0,0.10891089,12.0,0.054176074
33059528000438,1.0,0.04,1.0,0.041666668,3.0,0.125,1.0,0.040816326
33059528001167,8.0,0.3265306,2.0,0.07272727,6.0,0.20689656,5.0,0.15384616
33059908000120,75.0,0.67873305,43.0,0.2747604,70.0,0.44025156,60.0,0.36036035
33059924000112,90.0,0.40268457,56.0,0.30769232,83.0,0.3487395,157.0,0.35162374
33060716000133,83.0,0.14561403,19.0,0.035916824,45.0,0.08973081,88.0,0.18585005
33062464000262,20.0,0.24096386,16.0,0.18079096,22.0,0.23783784,7.0,0.08235294
33062464000505,6.0,0.09677419,5.0,0.08264463,4.0,0.06779661,6.0,0.1
33062464001749,12.0,1.8461539,0.0,0.0,0.0,0.0,1.0,0.06896552
33062464001820,12.0,0.080267556,21.0,0.13861386,15.0,0.097402595,27.0,0.17142858
33062464002044,4.0,0.14545454,2.0,0.07017544,7.0,0.23728813,13.0,0.43333334
33067208000187,22.0,0.10810811,24.0,0.13521127,28.0,0.15864022,26.0,0.14857143
33067745003908,45.0,0.18595041,107.0,0.35081968,82.0,0.19830714,155.0,0.2690972
33075722000164,5.0,0.16393442,3.0,0.092307694,8.0,0.23880596,9.0,0.26865673
33075722000245,1.0,0.09090909,4.0,0.3478261,5.0,0.41666666,8.0,0.6956522
33075722000326,3.0,0.13043478,9.0,0.375,2.0,0.07272727,12.0,0.39344263
33075722000407,2.0,0.13333334,5.0,0.3846154,4.0,0.27586207,6.0,0.375
33075722000598,3.0,0.15789473,3.0,0.15,7.0,0.35,5.0,0.25
33075722000679,6.0,0.27906978,5.0,0.22222222,8.0,0.34042552,7.0,0.3181818
33075722000750,2.0,0.10526316,4.0,0.20512821,3.0,0.16216215,7.0,0.34146342
33075722000911,4.0,0.53333336,2.0,0.22222222,4.0,0.33333334,5.0,0.3846154
33075722001489,4.0,0.72727275,2.0,0.36363637,3.0,0.5,4.0,0.61538464
33075722001640,,,2.0,0.8,2.0,0.4,7.0,1.0
33110420000180,3.0,0.15,1.0,0.054054055,2.0,0.10810811,1.0,0.054054055
33110420000856,1.0,0.11111111,0.0,0.0,0.0,0.0,2.0,0.22222222
33112152000135,30.0,0.32608697,25.0,0.25510204,58.0,0.47540984,62.0,0.39490446
33112152000488,3.0,0.26086956,0.0,0.0,1.0,0.08695652,3.0,0.26086956
33112152000720,24.0,0.14906833,16.0,0.108843535,19.0,0.14339623,13.0,0.1003861
33112152001298,8.0,0.14285715,3.0,0.057142857,5.0,0.104166664,5.0,0.10989011
33112152001450,4.0,0.10526316,8.0,0.19277108,8.0,0.17777778,20.0,0.41666666
33112152001611,9.0,0.2278481,0.0,0.0,5.0,0.12048193,11.0,0.24175824
33112152001700,8.0,0.1882353,8.0,0.21052632,6.0,0.16666667,11.0,0.25882354
33112152002340,3.0,0.12,9.0,0.4090909,2.0,0.0952381,19.0,0.6909091
33113077000127,13.0,0.123222746,19.0,0.17511521,22.0,0.1981982,50.0,0.37037036
33113309004800,454.0,1.0783848,125.0,0.21079259,173.0,0.24383369,99.0,0.13226452
33115817000164,202.0,0.07187333,155.0,0.04968745,193.0,0.05634214,461.0,0.13397269
33115817000245,,,3.0,2.0,0.0,0.0,2.0,0.6666667
33115817002108,48.0,0.09667674,27.0,0.049360145,70.0,0.11058452,322.0,0.3640475
33121682000301,5.0,0.10752688,1.0,0.021276595,9.0,0.19148937,2.0,0.04040404
33122326000140,1.0,0.04,4.0,0.16,5.0,0.1923077,3.0,0.11320755
33127002000286,59.0,0.17201166,58.0,0.15466666,63.0,0.1470245,94.0,0.20106952
33127002000600,19.0,0.2159091,23.0,0.2513661,26.0,0.27807486,16.0,0.15920398
33127002000790,12.0,0.27272728,16.0,0.33684212,17.0,0.2905983,22.0,0.352
33130543001669,,,613.0,1.3457738,142.0,0.15098351,191.0,0.20243773
33131541000108,113.0,0.12848209,28.0,0.03080308,156.0,0.1590214,252.0,0.20766379
33158874000473,214.0,0.34405145,271.0,0.38576514,438.0,0.49020705,438.0,0.42941177
33163908007005,13.0,0.05427975,16.0,0.07032967,12.0,0.05172414,27.0,0.11273486
33174335000185,32.0,0.39751554,15.0,0.17964073,25.0,0.2512563,53.0,0.38686132
33174335000347,25.0,0.14577259,24.0,0.13597734,54.0,0.29347825,17.0,0.09090909
33177148000155,89.0,0.29324546,113.0,0.3201133,186.0,0.40303358,279.0,0.4942427
33177148001712,5.0,0.32258064,2.0,0.13793103,3.0,0.2,5.0,0.32258064
33177148002018,146.0,0.5703125,128.0,0.45796064,191.0,0.5568513,366.0,0.6553268
33194200000181,3.0,0.09375,6.0,0.16438356,81.0,1.0062112,26.0,0.19259259
33200056000220,48.0,0.087671235,173.0,0.29879102,132.0,0.21782178,262.0,0.31097922
33200056001897,26.0,0.20883535,18.0,0.14814815,35.0,0.2892562,34.0,0.3063063
33200056013470,21.0,0.23728813,13.0,0.15853658,9.0,0.11612903,23.0,0.3108108
33200056020840,24.0,0.40677965,10.0,0.1754386,8.0,0.14159292,10.0,0.17094018
33200056021065,15.0,0.20134228,11.0,0.15068494,9.0,0.11392405,19.0,0.24203822
33200056033667,25.0,0.37313432,20.0,0.29850745,9.0,0.13533835,20.0,0.2962963
33200056035015,27.0,0.17532468,21.0,0.14634146,24.0,0.16842106,62.0,0.45421246
33200056035600,33.0,0.15172414,30.0,0.13953489,27.0,0.125,51.0,0.23448277
33202946000190,2.0,0.051282052,4.0,0.08988764,4.0,0.08695652,7.0,0.14432989
33228024000151,3.0,0.08108108,3.0,0.08219178,2.0,0.054054055,2.0,0.05479452
33273681000110,18.0,0.09137056,12.0,0.05882353,11.0,0.052380953,32.0,0.13704497
33300971000106,110.0,1.3836478,61.0,0.6009852,40.0,0.6504065,41.0,0.4019608
33306929000798,27.0,0.05837838,21.0,0.047404062,67.0,0.13617887,50.0,0.09293681
33317249000265,9.0,0.10843374,7.0,0.08974359,9.0,0.097297296,42.0,0.4117647
33337007000314,30.0,0.16853933,16.0,0.10062893,24.0,0.14814815,30.0,0.1734104
33337007002600,2.0,0.18181819,1.0,0.09090909,2.0,0.17391305,3.0,0.24
33349358000183,111.0,0.33687404,57.0,0.14766839,87.0,0.24133149,76.0,0.23348695
33372251000407,59.0,0.45736435,76.0,0.44705883,59.0,0.27764705,75.0,0.31380752
33372251001985,249.0,1.5182927,354.0,0.5822368,310.0,0.32891247,408.0,0.38327855
33372251012677,1282.0,0.35258526,782.0,0.21566464,823.0,0.20864494,1012.0,0.2617354
33381286000151,243.0,0.38207546,230.0,0.3365033,206.0,0.3005106,262.0,0.33741146
33381286000232,33.0,0.5322581,45.0,0.6666667,68.0,0.60714287,49.0,0.44545454
33381286000313,66.0,0.75,45.0,0.505618,50.0,0.625,41.0,0.5540541
33381286000402,60.0,0.25586355,164.0,1.4017094,26.0,0.7761194,41.0,0.640625
33381286000585,41.0,0.71929824,43.0,0.7413793,31.0,0.5740741,20.0,0.42553192
33381286000666,55.0,0.8270677,40.0,0.6451613,38.0,0.7307692,39.0,0.8041237
33381286000747,71.0,0.50714284,63.0,0.44522968,67.0,0.45578232,79.0,0.57454544
33381286000828,59.0,0.58128077,43.0,0.42574257,60.0,0.6060606,50.0,0.5319149
33381286001123,40.0,0.49689442,31.0,0.3974359,38.0,0.5,26.0,0.34210527
33381286001395,52.0,0.48372093,41.0,0.36936936,49.0,0.44343892,53.0,0.48401827
33381286001557,31.0,0.44927537,33.0,0.5840708,18.0,0.33333334,35.0,0.5982906
33381286001980,85.0,0.5167173,70.0,0.40816328,63.0,0.36842105,72.0,0.43243244
33381286002103,104.0,0.56368566,56.0,0.30939227,77.0,0.42541435,70.0,0.41055718
33381286002286,95.0,0.5919003,81.0,0.5209003,60.0,0.39473686,86.0,0.58305085
33381286002367,4.0,0.23529412,200.0,1.4234875,50.0,0.18796992,65.0,0.24904214
33381286002448,77.0,0.4338028,97.0,0.5257453,101.0,0.5674157,78.0,0.47129908
33381286002790,66.0,0.556962,66.0,0.556962,50.0,0.44052863,49.0,0.44343892
33381286002871,61.0,0.5809524,45.0,0.43269232,31.0,0.3115578,48.0,0.49484536
33381286002952,49.0,0.5355191,36.0,0.3956044,40.0,0.43956044,33.0,0.36065573
33381286003096,53.0,0.7910448,29.0,0.4496124,45.0,0.8333333,32.0,0.6666667
33381286003177,33.0,0.5641026,38.0,0.7037037,33.0,0.7173913,23.0,0.47916666
33381286003258,65.0,0.8074534,50.0,0.6289308,47.0,0.56626505,44.0,0.53333336
33381286003410,54.0,0.6792453,39.0,0.4785276,42.0,0.56,31.0,0.45588234
33381286902198,70.0,0.5072464,73.0,0.5407407,71.0,0.55252916,60.0,0.49586776
33381286902279,55.0,0.40892193,53.0,0.3955224,70.0,0.5761317,56.0,0.46090534
33381286902511,60.0,0.8450704,37.0,0.54814816,27.0,0.48214287,29.0,0.5631068
33381286902600,65.0,0.43189368,62.0,0.40789473,65.0,0.46594983,46.0,0.35521236
33381286902783,73.0,0.56153846,70.0,0.5185185,47.0,0.35074627,69.0,0.50549453
33381286902864,43.0,0.41747573,41.0,0.4019608,38.0,0.40425533,45.0,0.48387095
33381286903089,68.0,0.41975307,64.0,0.38905776,76.0,0.47058824,41.0,0.27242523
33381286903160,57.0,0.53521127,51.0,0.4678899,41.0,0.4,44.0,0.44444445
33388943000192,92.0,0.10137741,80.0,0.09450679,90.0,0.10995724,74.0,0.09085328
33388943000605,0.0,0.0,1.0,0.2857143,2.0,0.5,1.0,0.2857143
33388943001750,65.0,0.15719467,34.0,0.08717949,68.0,0.18707015,38.0,0.10511757
33388943002136,,,4.0,1.6,1.0,0.2,2.0,0.5714286
33388943013685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
33388943022919,9.0,0.0927835,13.0,0.13197969,9.0,0.087804876,15.0,0.14634146
33388943025772,1.0,0.25,0.0,0.0,2.0,1.3333334,1.0,0.5
33413527000105,16.0,0.1658031,9.0,0.097826086,15.0,0.16483517,14.0,0.15819208
33426420005829,19.0,0.17592593,16.0,0.16410257,18.0,0.19672132,23.0,0.24210526
33453598008701,0.0,0.0,10.0,0.6060606,3.0,0.14285715,4.0,0.18181819
33453598009180,6.0,0.27272728,1.0,0.05,4.0,0.22222222,2.0,0.093023255
33457862000105,6.0,0.34285715,23.0,0.63013697,16.0,0.20645161,38.0,0.33628318
33457862000440,37.0,0.14068441,46.0,0.18145956,51.0,0.20039293,71.0,0.25044093
33457862000520,17.0,0.1302682,21.0,0.15671642,17.0,0.11929824,30.0,0.19354838
33457862000601,23.0,0.20264317,28.0,0.25112107,28.0,0.26666668,23.0,0.2139535
33457862000792,23.0,0.15488215,20.0,0.14234875,32.0,0.23021583,38.0,0.25762713
33457862000873,14.0,0.44444445,15.0,0.4347826,10.0,0.39215687,2.0,0.09090909
33457862000954,8.0,0.2,10.0,0.24390244,9.0,0.2278481,21.0,0.47727272
33457862001098,5.0,0.0877193,8.0,0.13559322,8.0,0.12307692,8.0,0.122137405
33457862001330,3.0,0.33333334,2.0,0.1904762,5.0,0.47619048,3.0,0.33333334
33457862001764,10.0,0.1923077,8.0,0.14545454,13.0,0.21487603,25.0,0.390625
33457862001926,18.0,0.19565217,15.0,0.15706806,19.0,0.19095477,24.0,0.23188406
33457862002060,14.0,0.14358975,20.0,0.2020202,12.0,0.116504855,14.0,0.13592233
33457862002221,32.0,0.24710424,34.0,0.25660378,31.0,0.21678321,43.0,0.28956228
33457862002655,6.0,0.30769232,5.0,0.32258064,5.0,0.35714287,9.0,0.5
33457862003031,8.0,0.16161616,15.0,0.29126215,13.0,0.25,19.0,0.34862384
33457862003201,4.0,0.1632653,6.0,0.2857143,8.0,0.45714286,1.0,0.057142857
33457862003384,8.0,0.23880596,8.0,0.20512821,11.0,0.29333332,11.0,0.30136988
33457862003708,15.0,0.30927834,20.0,0.4,22.0,0.42718446,30.0,0.39215687
33457862004194,3.0,0.0882353,6.0,0.18181819,9.0,0.24,12.0,0.28235295
33489469000195,0.0,0.0,0.0,0.0,1.0,0.025,3.0,0.07058824
33502360000140,66.0,0.6139535,37.0,0.24342105,88.0,0.44221106,100.0,0.4347826
33526120000186,24.0,0.10169491,13.0,0.056034483,37.0,0.13381556,55.0,0.16369048
33544370000220,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11111111
33544370000300,2.0,0.13793103,0.0,0.0,0.0,0.0,1.0,0.05882353
33544370003164,16.0,0.041397154,27.0,0.07040417,47.0,0.11071849,36.0,0.07643312
33546979000157,4.0,0.1509434,3.0,0.08955224,5.0,0.12820514,4.0,0.08988764
33564543000190,12.0,0.07294833,10.0,0.058139537,12.0,0.06760564,12.0,0.07317073
33576166000100,2.0,0.036697246,10.0,0.17094018,8.0,0.128,8.0,0.125
33576166000290,1.0,0.25,1.0,0.18181819,1.0,0.15384616,0.0,0.0
33576166000371,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
33576166000452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33576166000533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33583592000170,54.0,0.51428574,6.0,0.09448819,10.0,0.15503876,16.0,0.24242425
33583592000332,9.0,0.17821783,3.0,0.05940594,2.0,0.03773585,7.0,0.13592233
33583592000502,22.0,0.1641791,20.0,0.14652015,19.0,0.13868614,34.0,0.2509225
33583592000766,2.0,0.10810811,3.0,0.18181819,5.0,0.23255815,4.0,0.1632653
33583592001142,10.0,0.078125,14.0,0.09893993,19.0,0.12666667,19.0,0.12140575
33583592001304,16.0,0.15238096,20.0,0.18867925,26.0,0.23744293,22.0,0.2
33583592001576,7.0,0.12727273,15.0,0.32258064,8.0,0.1509434,15.0,0.26785713
33583592001657,7.0,0.56,1.0,0.18181819,0.0,0.0,0.0,0.0
33583592001908,11.0,0.07801419,7.0,0.05109489,14.0,0.107279696,20.0,0.16194332
33583592002033,12.0,0.05491991,13.0,0.060185187,11.0,0.051522247,20.0,0.095011875
33583592002203,10.0,0.23809524,2.0,0.046511628,12.0,0.25,22.0,0.4489796
33583592002467,9.0,0.11612903,2.0,0.02366864,1.0,0.011235955,4.0,0.04519774
33583592002629,2.0,0.04494382,4.0,0.09411765,2.0,0.048780486,1.0,0.023809524
33583592002700,4.0,0.14545454,0.0,0.0,2.0,0.074074075,1.0,0.036363635
33583592002890,47.0,0.077366255,56.0,0.08051761,57.0,0.07776262,41.0,0.046432614
33583592003196,3.0,0.33333334,3.0,0.14285715,3.0,0.12,5.0,0.19607843
33583592003358,5.0,0.6666667,1.0,0.06451613,0.0,0.0,0.0,0.0
33583592003862,8.0,0.13559322,8.0,0.13333334,8.0,0.13114753,5.0,0.08196721
33583592004249,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
33583592004400,8.0,0.0952381,6.0,0.078431375,5.0,0.06802721,6.0,0.08888889
33583592004672,273.0,0.19225352,240.0,0.1697913,213.0,0.14796804,279.0,0.19490045
33583592004753,2.0,0.035714287,1.0,0.01923077,5.0,0.09803922,4.0,0.08888889
33583592004834,52.0,0.04425532,117.0,0.09076804,91.0,0.06317251,75.0,0.054015126
33583592005130,95.0,0.16478752,108.0,0.17075099,109.0,0.15362932,127.0,0.16387096
33583592005725,42.0,0.05637584,35.0,0.049435027,47.0,0.074132495,40.0,0.072463766
33583592005997,10.0,0.14705883,10.0,0.13793103,9.0,0.11764706,14.0,0.17834395
33583592006020,3.0,0.08450704,3.0,0.08571429,1.0,0.028571429,6.0,0.16216215
33583592006373,1.0,0.074074075,0.0,0.0,2.0,0.14814815,3.0,0.21428572
33583592006969,28.0,0.11618257,37.0,0.15226337,37.0,0.15845825,65.0,0.2742616
33592510000154,504.0,0.25416037,420.0,0.20664206,617.0,0.2710301,1036.0,0.34458673
33592510000588,182.0,0.32155478,888.0,1.0698795,630.0,0.48165137,1071.0,0.64382327
33592510002106,2.0,0.03773585,7.0,0.13861386,3.0,0.055045873,7.0,0.10687023
33592510005547,6.0,0.09756097,7.0,0.1,12.0,0.15789473,10.0,0.11111111
33592510007590,,,444.0,1.9304348,402.0,0.52514696,267.0,0.21645723
33592510007671,,,12.0,2.0,4.0,0.3478261,19.0,1.027027
33592510007752,,,5.0,2.0,20.0,1.2121212,12.0,0.32876712
33592510017987,1805.0,0.1578211,1572.0,0.14216594,1819.0,0.16547646,2073.0,0.17196898
33592510021747,1324.0,0.2525031,1773.0,0.32967645,1680.0,0.29805732,2063.0,0.3234049
33592510021909,184.0,0.1324694,99.0,0.072157435,238.0,0.15808702,568.0,0.28557065
33592510022042,181.0,0.11326658,245.0,0.15250544,367.0,0.20082079,414.0,0.18766999
33592510026200,677.0,0.16113293,292.0,0.06838407,648.0,0.14615992,1063.0,0.20832925
33592510037074,1214.0,0.22314125,822.0,0.1294692,2350.0,0.35897043,1621.0,0.22445306
33592510037236,1.0,0.03773585,2.0,0.06349207,8.0,0.18390805,11.0,0.20183486
33592510037821,835.0,0.27557755,354.0,0.109648444,668.0,0.20719603,962.0,0.23624754
33592510042400,230.0,0.26744187,183.0,0.20642978,389.0,0.38457736,504.0,0.33622414
33592510042906,77.0,0.113152094,93.0,0.22142857,173.0,0.3645943,254.0,0.40221694
33592510044364,110.0,0.16755521,58.0,0.08682635,154.0,0.19518378,805.0,1.6067864
33592510044950,7.0,0.072164945,7.0,0.07954545,18.0,0.21556886,13.0,0.1420765
33593575000114,16.0,0.07673861,16.0,0.08311688,8.0,0.03846154,24.0,0.105032824
33593575000629,5.0,0.17857143,4.0,0.13114753,4.0,0.125,1.0,0.032258064
33593575000700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33593575005000,0.0,0.0,0.0,0.0,1.0,0.18181819,1.0,0.2
33593575011230,0.0,0.0,1.0,0.048780486,2.0,0.093023255,3.0,0.13953489
33593575011310,0.0,0.0,3.0,0.125,0.0,0.0,1.0,0.03846154
33593575011400,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
33593575011582,6.0,0.4,5.0,0.29411766,4.0,0.21052632,3.0,0.14634146
33593575011663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33593575011744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33593575011825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33593575012040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33593575012120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33593575012201,0.0,0.0,0.0,0.0,3.0,0.14285715,1.0,0.035714287
33593575012392,1.0,0.08,0.0,0.0,1.0,0.08695652,1.0,0.10526316
33593575012473,0.0,0.0,3.0,0.4,0.0,0.0,0.0,0.0
33593575012554,0.0,0.0,0.0,0.0,1.0,0.0952381,0.0,0.0
